DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ CLOSE,UP?
20100506,2391.21,2407.79,2185.75,2319.64,4553600000,2319.64,0
20100505,2395.21,2421.05,2382.07,2402.29,3041480000,2402.29,1
20100504,2465.55,2465.55,2411.28,2424.25,3052590000,2424.25,0
20100503,2472.32,2503,2472.32,2498.74,2398370000,2498.74,1
20100430,2509.99,2514.37,2461.09,2461.19,2841130000,2461.19,0
20100429,2487.33,2513.69,2483.5,2511.92,3069640000,2511.92,1
20100428,2483.03,2484.15,2456.63,2471.73,2755190000,2471.73,0
20100427,2512.58,2525.7,2466.53,2471.47,2864810000,2471.47,0
20100426,2529.85,2535.28,2521.51,2522.95,2491040000,2522.95,0
20100423,2514.85,2530.15,2507.6,2530.15,2517010000,2530.15,1
20100422,2483.52,2521.02,2468.26,2519.07,2800840000,2519.07,1
20100421,2506.61,2510.5,2490.19,2504.61,2715900000,2504.61,0
20100420,2492.72,2501.25,2480.7,2500.31,2157100000,2500.31,1
20100419,2477.8,2487.67,2451.72,2480.11,2223650000,2480.11,1
20100416,2505.38,2510.06,2467.68,2481.26,2960950000,2481.26,0
20100415,2503.41,2517.82,2502.51,2515.69,2840660000,2515.69,1
20100414,2481.8,2504.86,2480.43,2504.86,3143270000,2504.86,1
20100413,2454.95,2467.94,2445.26,2465.99,2665420000,2465.99,1
20100412,2455.4,2463.17,2450.15,2457.87,2161650000,2457.87,1
20100409,2441.31,2454.12,2432.93,2454.05,2215530000,2454.05,1
20100408,2423.99,2441.12,2413.74,2436.81,2428900000,2436.81,1
20100407,2433.1,2442.27,2418.73,2431.16,2984850000,2431.16,0
20100406,2420.33,2443.5,2417.77,2436.81,2220390000,2436.81,1
20100405,2409.48,2429.61,2403.88,2429.53,2130340000,2429.53,1
20100401,2411.68,2423.43,2383.77,2402.58,2340270000,2402.58,0
20100331,2402.98,2415.44,2395.34,2397.96,2368690000,2397.96,0
20100330,2406.69,2417.36,2395.8,2410.69,2147270000,2410.69,1
20100329,2403.77,2411.18,2398.4,2404.36,1967850000,2404.36,1
20100326,2406.73,2412.92,2384.69,2395.13,2367930000,2395.13,0
20100325,2415.24,2432.25,2397.36,2397.41,2704870000,2397.41,0
20100324,2406.72,2408.64,2396.92,2398.76,2436100000,2398.76,0
20100323,2397.9,2416.51,2390.04,2415.24,2465230000,2415.24,1
20100322,2360.35,2401.21,2358,2395.4,2448130000,2395.4,1
20100319,2391.2,2396.92,2364.53,2374.41,3055760000,2374.41,0
20100318,2387.54,2393.87,2383.26,2391.28,2173060000,2391.28,1
20100317,2381.65,2400.09,2381.47,2389.09,2281410000,2389.09,1
20100316,2367.32,2378.84,2360.67,2378.01,2201880000,2378.01,1
20100315,2361.92,2367.4,2345.99,2362.21,1956170000,2362.21,1
20100312,2376.07,2376.28,2358.08,2367.66,2098780000,2367.66,0
20100311,2351.11,2368.46,2347.53,2368.46,2256790000,2368.46,1
20100310,2340.95,2361.66,2340.69,2358.95,2554740000,2358.95,1
20100309,2325.78,2353.07,2325.74,2340.68,2620360000,2340.68,1
20100308,2326.25,2335.43,2326.11,2332.21,2312310000,2332.21,1
20100305,2304.01,2327.03,2301.1,2326.35,2411880000,2326.35,1
20100304,2282.57,2293.16,2273.63,2292.31,2186020000,2292.31,1
20100303,2284.82,2293.32,2275.25,2280.68,2603510000,2280.68,0
20100302,2279.07,2292.49,2275.35,2280.79,2831870000,2280.79,1
20100301,2247.4,2274.02,2247.33,2273.57,2504940000,2273.57,1
20100226,2234.44,2242.83,2222.23,2238.26,2283430000,2238.26,1
20100225,2208.62,2236.21,2198.73,2234.22,2300530000,2234.22,1
20100224,2222.4,2241.69,2221.28,2235.9,2155810000,2235.9,1
20100223,2238.01,2239.8,2205.7,2213.44,2310910000,2213.44,0
20100222,2250.92,2251.68,2235.65,2242.03,1976290000,2242.03,0
20100219,2233.33,2249.8,2228.93,2243.87,2166660000,2243.87,1
20100218,2223.22,2243.5,2221.14,2241.71,2076820000,2241.71,1
20100217,2222.87,2226.32,2212.78,2226.29,2103530000,2226.29,1
20100216,2200.38,2214.19,2189.18,2214.19,2072850000,2214.19,1
20100212,2157.69,2184.57,2151.99,2183.53,2236180000,2183.53,1
20100211,2145.09,2179.54,2134.14,2177.41,2141260000,2177.41,1
20100210,2147.46,2156.36,2131.08,2147.87,2059940000,2147.87,1
20100209,2153.1,2166.16,2132.58,2150.87,2296420000,2150.87,0
20100208,2140.1,2152.64,2125.11,2126.05,2036280000,2126.05,0
20100205,2131.92,2142.27,2100.17,2141.12,2811100000,2141.12,1
20100204,2176.39,2178.25,2125.43,2125.43,2801390000,2125.43,0
20100203,2181.01,2194.53,2176.75,2190.91,2303350000,2190.91,1
20100202,2171.66,2193.66,2161.47,2190.06,2468470000,2190.06,1
20100201,2155.81,2171.2,2152.26,2171.2,2234140000,2171.2,1
20100129,2198.26,2202.84,2140.34,2147.35,3090580000,2147.35,0
20100128,2220.31,2220.87,2166.9,2179,2829640000,2179,0
20100127,2200.3,2225.67,2192.59,2221.41,2492880000,2221.41,1
20100126,2203.44,2227.89,2195.44,2203.73,2361260000,2203.73,1
20100125,2220.29,2223.22,2201.17,2210.8,2134350000,2210.8,0
20100122,2255.76,2262.27,2200.37,2205.29,2817620000,2205.29,0
20100121,2298.23,2308.98,2259.82,2265.7,2877800000,2265.7,0
20100120,2304.31,2304.47,2268.68,2291.25,2351890000,2291.25,0
20100119,2291.02,2320.4,2290.68,2320.4,2045290000,2320.4,1
20100115,2316.98,2322.54,2279.2,2287.99,2637770000,2287.99,0
20100114,2303.31,2322.56,2303.29,2316.74,2254170000,2316.74,1
20100113,2289.46,2313.03,2274.12,2307.9,2318350000,2307.9,1
20100112,2297.28,2298.85,2272.7,2282.31,2368320000,2282.31,0
20100111,2324.78,2326.28,2302.21,2312.41,2077890000,2312.41,0
20100108,2292.24,2317.6,2290.61,2317.17,2145390000,2317.17,1
20100107,2298.09,2301.3,2285.22,2300.05,2270050000,2300.05,1
20100106,2307.71,2314.07,2295.68,2301.09,2253340000,2301.09,0
20100105,2307.27,2313.73,2295.62,2308.71,2367860000,2308.71,1
20100104,2294.41,2311.15,2294.41,2308.42,1931380000,2308.42,1
20091231,2292.92,2293.59,2269.11,2269.15,1237820000,2269.15,0
20091230,2284.56,2293.02,2280.16,2291.28,1312670000,2291.28,1
20091229,2293.94,2294.75,2286.57,2288.4,1177710000,2288.4,0
20091228,2290.04,2295.8,2280.56,2291.08,1232130000,2291.08,1
20091224,2273.95,2285.89,2273.4,2285.69,632650000,2285.69,1
20091223,2257.21,2271.33,2253.67,2269.64,1582900000,2269.64,1
20091222,2242.61,2253.73,2241.33,2252.67,1724200000,2252.67,1
20091221,2224.04,2242.22,2224.04,2237.66,1808830000,2237.66,1
20091218,2197.57,2213.18,2190.69,2211.69,2848410000,2211.69,1
20091217,2193.5,2198.51,2178.05,2180.05,1904840000,2180.05,0
20091216,2210.35,2220.46,2203.33,2206.91,2022440000,2206.91,0
20091215,2203.54,2217.63,2197.76,2201.05,1946960000,2201.05,0
20091214,2202.31,2212.56,2193.2,2212.1,1841890000,2212.1,1
20091211,2200.96,2202.4,2179.51,2190.31,1754430000,2190.31,0
20091210,2194.9,2202.84,2187.08,2190.86,1946370000,2190.86,0
20091209,2170.02,2185.7,2155.96,2183.73,1906210000,2183.73,1
20091208,2174.72,2187.19,2160.43,2172.99,1981800000,2172.99,0
20091207,2191.35,2201.42,2183.13,2189.61,1878980000,2189.61,0
20091204,2203.75,2214.39,2169.66,2194.35,2305950000,2194.35,0
20091203,2190.42,2203.75,2172.04,2173.14,2001660000,2173.14,0
20091202,2178.51,2198.55,2177.82,2185.03,2068920000,2185.03,1
20091201,2162.23,2182.24,2162.23,2175.81,2151300000,2175.81,1
20091130,2135.93,2146.93,2120.7,2144.6,1986050000,2144.6,1
20091127,2115.96,2155.41,2113.99,2138.44,971990000,2138.44,1
20091125,2174,2178.62,2170.06,2176.05,1398610000,2176.05,1
20091124,2174.69,2175.15,2155.22,2169.18,1858490000,2169.18,0
20091123,2168.95,2189.5,2168.77,2176.01,1840170000,2176.01,1
20091120,2145.07,2150.08,2137.06,2146.04,1962760000,2146.04,1
20091119,2176.37,2176.51,2141.59,2156.82,2208700000,2156.82,0
20091118,2199.87,2200.15,2180.17,2193.14,1990220000,2193.14,0
20091117,2190.12,2203.78,2185.55,2203.78,1887240000,2203.78,1
20091116,2177.31,2205.32,2177,2197.85,2105020000,2197.85,1
20091113,2156.68,2172.05,2145.92,2167.88,1876220000,2167.88,1
20091112,2166.98,2179.19,2145.83,2149.02,2212370000,2149.02,0
20091111,2166.53,2177.91,2155.25,2166.9,1851790000,2166.9,1
20091110,2147.24,2160.64,2141.27,2151.08,1997240000,2151.08,1
20091109,2128.46,2154.06,2128.15,2154.06,2004700000,2154.06,1
20091106,2089.49,2117.62,2088.24,2112.44,1829150000,2112.44,1
20091105,2078.83,2105.32,2075.61,2105.32,2209690000,2105.32,1
20091104,2067.56,2081.1,2053,2055.52,2217520000,2055.52,0
20091103,2034.09,2057.32,2031.25,2057.32,2061050000,2057.32,1
20091102,2047.42,2069.49,2024.27,2049.2,2408320000,2049.2,1
20091030,2091.56,2095.09,2040.21,2045.11,2610280000,2045.11,0
20091029,2077.04,2101.33,2071.3,2097.55,2301370000,2097.55,1
20091028,2103.36,2111.84,2057.4,2059.61,2769570000,2059.61,0
20091027,2144.15,2148.88,2110.91,2116.09,2384620000,2116.09,0
20091026,2158.81,2183.61,2136.92,2141.85,2316210000,2141.85,0
20091023,2186.64,2190.48,2149.35,2154.47,2441920000,2154.47,0
20091022,2146.72,2169.17,2130.7,2165.29,2265230000,2165.29,1
20091021,2160.78,2190.64,2148.41,2150.73,2565680000,2150.73,0
20091020,2180.43,2181.16,2151.77,2163.47,2110580000,2163.47,0
20091019,2162.41,2180.11,2150.42,2176.32,1970440000,2176.32,1
20091016,2164.73,2164.73,2142.88,2156.8,2209950000,2156.8,0
20091015,2164.33,2173.29,2158.29,2173.29,2140090000,2173.29,1
20091014,2165.83,2173.95,2157.48,2172.23,2348620000,2172.23,1
20091013,2138.7,2146.35,2128.44,2139.89,2020110000,2139.89,1
20091012,2145.63,2155.92,2128.39,2139.14,1784280000,2139.14,0
20091009,2120,2139.62,2118.04,2139.28,1936850000,2139.28,1
20091008,2124.69,2139.65,2116.06,2123.93,2366950000,2123.93,0
20091007,2099.06,2110.33,2095.94,2110.33,2220910000,2110.33,1
20091006,2080.4,2111.13,2079.49,2103.57,2413450000,2103.57,1
20091005,2056.52,2074.78,2049.04,2068.15,2156250000,2068.15,1
20091002,2040.84,2064.15,2040.73,2048.11,2448110000,2048.11,1
20091001,2111.77,2112.9,2057.48,2057.48,2708170000,2057.48,0
20090930,2131.3,2137.87,2092.3,2122.42,2640660000,2122.42,0
20090929,2131.67,2141.4,2116.63,2124.04,2062970000,2124.04,0
20090928,2101.92,2140.04,2101.43,2130.74,1890030000,2130.74,1
20090925,2095.84,2106.99,2085.35,2090.92,2363930000,2090.92,0
20090924,2140.06,2142.49,2097.1,2107.61,2607280000,2107.61,0
20090923,2152.43,2167.7,2130.34,2131.42,2683250000,2131.42,0
20090922,2150.02,2150.68,2137.39,2146.3,2490480000,2146.3,0
20090921,2121.34,2142.41,2118.48,2138.04,2408860000,2138.04,1
20090918,2134.85,2138.82,2120.7,2132.86,3023010000,2132.86,0
20090917,2129.42,2140.6,2118.5,2126.75,2615780000,2126.75,0
20090916,2110.06,2133.15,2102.86,2133.15,2707080000,2133.15,1
20090915,2090.33,2106.93,2086.16,2102.64,2372990000,2102.64,1
20090914,2066.15,2091.78,2065.8,2091.78,2157600000,2091.78,1
20090911,2083.34,2088.93,2070.02,2080.9,2318050000,2080.9,0
20090910,2059.48,2084.02,2055.49,2084.02,2451330000,2084.02,1
20090909,2038.92,2066.34,2033.47,2060.39,2493930000,2060.39,1
20090908,2034.74,2038.63,2023.03,2037.77,2037180000,2037.77,1
20090904,1986.98,2018.92,1982.05,2018.78,1722150000,2018.78,1
20090903,1975.85,1983.37,1958.04,1983.2,1853450000,1983.2,1
20090902,1960.07,1976.35,1958.51,1967.07,1974330000,1967.07,1
20090901,2001.3,2034.78,1965.48,1968.89,2778570000,1968.89,0
20090831,2011.14,2013.65,1997.53,2009.06,2256210000,2009.06,0
20090828,2050.53,2059.48,2017.42,2028.77,2340180000,2028.77,0
20090827,2021.31,2029.27,1993.03,2027.73,2140540000,2027.73,1
20090826,2021.3,2034.31,2013.52,2024.43,2037560000,2024.43,1
20090825,2025.59,2040.59,2019.17,2024.23,1936980000,2024.23,0
20090824,2026.11,2036.03,2012,2017.98,2046370000,2017.98,0
20090821,2000.15,2021.86,1994.33,2020.9,2259140000,2020.9,1
